TransactionID,ato_risk_score,recommended_action
2997107,0.65,allow
2997215,0.61,allow
2997975,0.6,allow
2998910,0.57,allow
2998920,7.01,allow
2999095,3.47,allow
3000196,2.04,allow
3001524,1.52,allow
3002780,1.29,allow
3003614,1.24,allow
3003762,1.16,allow
3004605,1.03,allow
3004726,1.03,allow
3005686,0.9,allow
3005704,0.54,allow
3005963,0.55,allow
3007137,0.59,allow
3007431,0.56,allow
3007502,0.51,allow
3008027,0.48,allow
3008104,0.44,allow
3009196,0.4,allow
3009225,0.42,allow
3009267,0.47,allow
3009286,0.53,allow
3010477,0.62,allow
3010497,0.66,allow
3011090,0.7,allow
3011519,0.64,allow
3011818,0.63,allow
3011865,6.29,allow
3011875,3.12,allow
3011968,1.92,allow
3011986,1.5,allow
3012842,1.38,allow
3013048,1.26,allow
3013201,1.14,allow
3013239,32.09,allow
3014144,16.88,allow
3014744,11.61,allow
3014884,3.48,allow
3015599,2.62,allow
3015605,2.18,allow
3015728,1.76,allow
3015989,1.42,allow
3016732,1.1,allow
3017026,0.88,allow
3017120,0.53,allow
3017367,0.56,allow
3017983,1.49,allow
3019089,1.43,allow
3019244,1.21,allow
3019595,1.13,allow
3019603,1.02,allow
3020150,0.91,allow
3020180,16.92,allow
3020764,7.79,allow
3020829,3.97,allow
3021018,2.73,allow
3021672,1.49,allow
3021741,1.26,allow
3021803,1.15,allow
3021847,1.1,allow
3022164,1.07,allow
3023169,1.07,allow
3024019,0.67,allow
3024363,0.65,allow
3024678,0.63,allow
3025109,0.69,allow
3025685,0.69,allow
3025999,0.7,allow
3026053,0.69,allow
3026866,17.59,allow
3027320,8.52,allow
3027336,4.41,allow
3027354,2.72,allow
3027365,2.01,allow
3027807,1.65,allow
3028202,25.89,allow
3028833,15.67,allow
3029298,9.21,allow
3029299,32.79,allow
3029344,15.99,allow
3030412,10.47,allow
3030922,7.11,allow
3031251,5.0,allow
3031632,3.51,allow
3032027,2.56,allow
3032110,1.56,allow
3032138,1.54,allow
3032252,1.23,allow
3032388,5.33,allow
3033490,18.41,allow
3034222,10.66,allow
3034724,6.24,allow
3035568,3.81,allow
3036196,2.69,allow
3036387,2.05,allow
3036784,1.94,allow
3037213,1.55,allow
3037229,1.27,allow
3037511,0.84,allow
3037850,0.64,allow
3037868,0.78,allow
3038539,0.96,allow
3038627,1.05,allow
3038696,1.25,allow
3038721,1.13,allow
3038746,0.89,allow
3038784,0.7,allow
3039223,0.58,allow
3039358,0.5,allow
3039562,9.41,allow
3040414,3.77,allow
3040766,2.4,allow
3041370,1.74,allow
3041371,44.09,allow
3042039,69.45,step_up_auth
3042888,53.91,step_up_auth
3043096,35.63,allow
3043108,17.57,allow
3043162,8.2,allow
3043180,2.84,allow
3044581,2.09,allow
3044629,1.33,allow
3044880,0.97,allow
3045023,8.0,allow
3045052,3.03,allow
3045853,2.1,allow
3046510,1.85,allow
3046525,2.1,allow
3047885,2.49,allow
3048201,2.71,allow
3049367,2.42,allow
3049431,1.96,allow
3049561,1.5,allow
3049804,9.26,allow
3050488,16.68,allow
3050843,9.67,allow
3051107,6.97,allow
3051128,6.21,allow
3051404,6.22,allow
3051564,18.24,allow
3051595,10.86,allow
3052096,6.23,allow
3052484,3.73,allow
3053049,1.39,allow
3053191,0.65,allow
3053225,0.56,allow
3053820,0.53,allow
3053861,0.56,allow
3054045,30.03,allow
3054325,14.07,allow
3054343,8.25,allow
3054392,5.66,allow
3055271,4.37,allow
3055396,3.91,allow
3056247,3.39,allow
3057316,27.21,allow
3057772,17.58,allow
3058361,11.12,allow
3058696,15.13,allow
3058820,8.88,allow
3060402,7.48,allow
3060646,9.63,allow
3061351,6.76,allow
3061848,5.47,allow
3061879,3.72,allow
3062131,1.84,allow
3062246,1.4,allow
3062466,1.07,allow
3062966,0.82,allow
3063177,0.7,allow
3064158,0.56,allow
3065950,0.54,allow
3066705,0.54,allow
3066982,0.56,allow
3067019,0.7,allow
3067807,0.92,allow
3067894,0.91,allow
3068216,0.84,allow
3068220,0.78,allow
3068915,0.72,allow
3069846,0.67,allow
3070045,0.62,allow
3070265,0.6,allow
3070561,0.59,allow
3070902,0.61,allow
3071530,0.64,allow
3073893,0.69,allow
3073937,14.26,allow
3074628,6.78,allow
3074637,4.33,allow
3074723,3.31,allow
3074926,2.83,allow
3076183,2.57,allow
3077097,2.3,allow
3079005,2.31,allow
3079400,2.0,allow
3079834,1.55,allow
3080021,0.66,allow
3080532,0.61,allow
3080634,0.61,allow
3080665,7.41,allow
3080984,4.23,allow
3081927,3.19,allow
3082522,2.6,allow
3082661,3.26,allow
3084702,3.2,allow
3087536,19.19,allow
3088126,12.37,allow
3088255,6.85,allow
3088833,3.66,allow
3089743,1.14,allow
3091180,0.8,allow
3091742,0.64,allow
3091782,0.53,allow
3091953,0.5,allow
3092054,0.48,allow
3092459,0.66,allow
3092479,0.62,allow
3092931,0.58,allow
3093227,15.51,allow
3093369,40.31,allow
3093531,20.05,allow
3093633,11.95,allow
3093720,28.65,allow
3096795,31.99,allow
3097822,43.26,allow
3097937,34.03,allow
3100342,16.39,allow
3101658,19.72,allow
3101865,13.0,allow
3102207,7.64,allow
3103197,6.16,allow
3103902,5.53,allow
3104234,4.34,allow
3104295,3.53,allow
3104450,4.33,allow
3105923,1.27,allow
3106000,1.23,allow
3106039,0.89,allow
3106373,0.89,allow
3106377,0.92,allow
3106784,0.96,allow
3107383,0.87,allow
3107601,5.96,allow
3107671,4.18,allow
3109300,2.59,allow
3109318,1.88,allow
3109348,1.59,allow
3109907,1.48,allow
3110067,1.52,allow
3111032,1.6,allow
3111768,1.48,allow
3111929,1.48,allow
3114159,8.67,allow
3114504,5.6,allow
3114652,3.34,allow
3115064,2.25,allow
3115115,1.74,allow
3115249,1.48,allow
3115605,1.36,allow
3115629,1.33,allow
3115999,1.36,allow
3116106,1.32,allow
3116281,0.86,allow
3116415,0.89,allow
3116465,0.92,allow
3116936,0.94,allow
3117528,1.03,allow
3118256,1.07,allow
3118354,1.2,allow
3118420,1.49,allow
3118466,1.77,allow
3118546,1.44,allow
3118568,1.42,allow
3118570,1.46,allow
3118967,1.54,allow
3119034,1.28,allow
3119123,1.07,allow
3119279,1.19,allow
3119525,1.23,allow
3119534,1.37,allow
3119676,1.6,allow
3119842,1.49,allow
3119854,1.31,allow
3122478,1.18,allow
3122786,1.09,allow
3122798,1.13,allow
3123869,1.23,allow
3124681,1.3,allow
3124816,1.16,allow
3125182,1.01,allow
3125668,0.95,allow
3125781,0.9,allow
3127123,0.88,allow
3127757,0.81,allow
3127986,0.81,allow
3128067,0.82,allow
3128166,0.83,allow
3128249,0.87,allow
3128310,0.92,allow
3129086,0.94,allow
3129118,0.97,allow
3130089,1.01,allow
3130126,1.06,allow
3130156,0.97,allow
3131029,0.87,allow
3131514,0.8,allow
3132128,0.87,allow
3132183,0.99,allow
3132893,1.01,allow
3133065,0.98,allow
3133930,1.0,allow
3134293,1.06,allow
3134695,1.11,allow
3135005,1.05,allow
3135168,1.04,allow
3135267,1.01,allow
3135699,0.89,allow
3135830,0.84,allow
3135868,0.78,allow
3135944,0.78,allow
3136917,0.78,allow
3137863,0.82,allow
3138156,0.93,allow
3138508,1.07,allow
3138707,1.06,allow
3139204,1.0,allow
3139233,1.05,allow
3139324,0.99,allow
3139389,0.95,allow
3139438,1.09,allow
3139591,1.95,allow
3139894,2.1,allow
3140420,2.01,allow
3140562,1.81,allow
3141583,4.63,allow
3141825,4.7,allow
3141838,3.42,allow
3142085,2.44,allow
3142095,1.76,allow
3142202,1.39,allow
3143466,1.3,allow
3143482,1.12,allow
3143491,1.03,allow
3144061,0.98,allow
3144412,0.78,allow
3144421,0.88,allow
3144600,1.05,allow
3145833,1.23,allow
3146000,1.32,allow
3146192,1.38,allow
3146418,1.42,allow
3146470,1.38,allow
3146739,1.34,allow
3147208,1.35,allow
3147236,1.4,allow
3148208,1.44,allow
3149017,1.42,allow
3149523,2.17,allow
3149785,2.37,allow
3150031,2.21,allow
3150135,2.11,allow
3150960,1.93,allow
3151033,2.0,allow
3151293,1.66,allow
3151332,1.62,allow
3152821,1.42,allow
3152975,1.31,allow
3152987,1.31,allow
3153002,1.32,allow
3153102,1.35,allow
3153322,1.46,allow
3153896,1.25,allow
3154015,9.07,allow
3154551,8.22,allow
3154740,6.63,allow
3154796,4.9,allow
3154928,3.67,allow
3155389,2.84,allow
3155650,2.34,allow
3155898,2.51,allow
3155939,2.34,allow
3156953,2.24,allow
3157772,1.56,allow
3158054,1.47,allow
3158490,2.66,allow
3159118,3.48,allow
3160005,3.27,allow
3160341,2.52,allow
3160489,1.99,allow
3160908,1.71,allow
3160950,1.51,allow
3161085,1.42,allow
3161296,1.36,allow
3161776,1.31,allow
3161794,1.31,allow
3162238,1.37,allow
3162812,1.43,allow
3163039,1.33,allow
3163194,1.19,allow
3163330,1.09,allow
3163486,1.0,allow
3163489,0.9,allow
3163614,0.81,allow
3163822,0.8,allow
3164253,1.15,allow
3164679,1.28,allow
3165384,1.37,allow
3165521,2.0,allow
3165537,2.18,allow
3165567,1.8,allow
3166893,1.79,allow
3167080,1.74,allow
3167244,1.55,allow
3167294,1.42,allow
3167535,1.35,allow
3167841,1.35,allow
3168978,1.15,allow
3169038,1.15,allow
3169188,1.62,allow
3169190,1.68,allow
3169283,2.04,allow
3169391,2.01,allow
3169531,1.89,allow
3169758,2.17,allow
3170169,2.41,allow
3170564,2.32,allow
3171594,2.23,allow
3171733,1.98,allow
3172129,1.96,allow
3172397,1.77,allow
3172916,1.72,allow
3173057,1.71,allow
3173171,1.77,allow
3173867,2.26,allow
3174928,1.99,allow
3175550,1.79,allow
3175612,1.67,allow
3176025,1.67,allow
3176513,2.13,allow
3177486,2.24,allow
3177688,1.92,allow
3177812,1.71,allow
3178082,2.29,allow
3178413,2.38,allow
3178602,2.09,allow
3178624,1.93,allow
3178630,1.76,allow
3178874,1.64,allow
3179625,1.72,allow
3180174,1.79,allow
3180645,1.55,allow
3180648,1.44,allow
3180691,1.45,allow
3180889,1.39,allow
3181313,1.65,allow
3183697,1.68,allow
3183905,1.49,allow
3183906,1.36,allow
3184148,1.27,allow
3184201,1.22,allow
3184614,1.51,allow
3184676,2.19,allow
3185121,2.89,allow
3185176,2.98,allow
3185335,2.72,allow
3185535,2.46,allow
3185636,2.58,allow
3185649,2.49,allow
3185654,2.34,allow
3185696,2.49,allow
3185704,2.75,allow
3185870,3.34,allow
3185884,3.08,allow
3185956,2.54,allow
3185978,2.37,allow
3186113,1.82,allow
3186115,1.41,allow
3186119,1.15,allow
3186491,0.97,allow
3186985,0.9,allow
3187096,0.95,allow
3187751,1.0,allow
3187754,1.13,allow
3187808,1.3,allow
3187880,19.19,allow
3187883,34.11,allow
3188077,28.83,allow
3188128,23.56,allow
3188400,17.76,allow
3189252,11.41,allow
3189954,7.81,allow
3190287,5.83,allow
3190635,4.27,allow
3191239,3.81,allow
3191843,3.34,allow
3191931,3.06,allow
3192847,2.71,allow
3193186,2.34,allow
3193225,2.74,allow
3193443,3.57,allow
3193444,3.49,allow
3193463,2.98,allow
3193604,3.4,allow
3193833,4.39,allow
3194379,5.69,allow
3194536,4.64,allow
3194590,3.69,allow
3194794,2.81,allow
3194802,2.2,allow
3195178,1.76,allow
3195217,1.5,allow
3195229,1.39,allow
3195339,1.37,allow
3195444,1.68,allow
3195459,1.82,allow
3195581,1.86,allow
3195610,2.07,allow
3195713,2.19,allow
3196013,2.24,allow
3196236,2.29,allow
3197117,2.45,allow
3197179,2.65,allow
3197796,2.93,allow
3198302,2.85,allow
3198357,2.71,allow
3199936,2.9,allow
3199997,2.35,allow
3200085,2.3,allow
3200097,2.48,allow
3200162,2.36,allow
3200603,2.48,allow
3200681,2.41,allow
3201026,2.12,allow
3201339,1.84,allow
3201355,1.75,allow
3201480,1.99,allow
3201749,2.05,allow
3202180,2.32,allow
3202755,2.47,allow
3202822,2.16,allow
3203058,1.9,allow
3203100,1.52,allow
3203673,1.28,allow
3204115,1.5,allow
3204175,1.58,allow
3204285,1.57,allow
3204324,1.56,allow
3204361,1.65,allow
3204515,1.74,allow
3204595,2.41,allow
3204640,3.06,allow
3204657,3.14,allow
3204701,3.82,allow
3204708,4.01,allow
3204885,3.59,allow
3205004,3.88,allow
3205537,27.91,allow
3205815,19.11,allow
3205869,11.96,allow
3206126,8.64,allow
3206430,6.44,allow
3206965,4.75,allow
3207416,4.19,allow
3207512,3.54,allow
3207635,3.19,allow
3207652,3.13,allow
3207728,2.27,allow
3208001,2.41,allow
3208346,2.23,allow
3208509,2.56,allow
3209457,2.86,allow
3210112,2.82,allow
3210530,2.61,allow
3210955,2.57,allow
3211673,2.02,allow
3211680,2.2,allow
3212337,2.6,allow
3212835,2.59,allow
3212941,2.4,allow
3213150,2.29,allow
3213398,2.27,allow
3213686,2.24,allow
3213752,2.27,allow
3214029,2.42,allow
3214384,2.39,allow
3214606,2.28,allow
3215007,2.16,allow
3215027,2.02,allow
3215692,1.92,allow
3215943,1.93,allow
3216530,2.02,allow
3216593,2.13,allow
3216688,2.34,allow
3216772,2.62,allow
3216953,4.49,allow
3217120,4.12,allow
3217407,3.14,allow
3217842,2.48,allow
3218214,2.0,allow
3218362,1.75,allow
3218779,1.63,allow
3219110,1.58,allow
3219756,1.6,allow
3220686,1.76,allow
3220885,2.11,allow
3221364,2.01,allow
3221500,1.88,allow
3222422,1.75,allow
3222436,1.8,allow
3223283,1.83,allow
3224799,2.2,allow
3224820,2.5,allow
3225592,2.73,allow
3225890,2.56,allow
3226985,2.43,allow
3227189,2.44,allow
3227545,2.36,allow
3228188,2.27,allow
3229156,2.44,allow
3229157,2.22,allow
3229190,2.12,allow
3229200,2.1,allow
3229691,2.05,allow
3229812,2.18,allow
3229832,2.34,allow
3230602,2.38,allow
3231038,2.53,allow
3231066,2.3,allow
3231170,2.08,allow
3231375,1.83,allow
3231414,1.58,allow
3231484,1.44,allow
3231488,1.35,allow
3231516,1.28,allow
3231526,1.21,allow
3231554,1.16,allow
3231737,1.19,allow
3232107,1.3,allow
3232211,1.39,allow
3232483,1.46,allow
3232794,1.57,allow
3232909,1.73,allow
3233199,2.33,allow
3233257,2.71,allow
3233842,2.92,allow
3234559,3.13,allow
3235007,2.75,allow
3235013,2.84,allow
3235783,2.48,allow
3236140,2.32,allow
3236204,2.46,allow
3236235,2.44,allow
3236497,2.49,allow
3236705,2.52,allow
3236706,2.65,allow
3236821,2.76,allow
3237118,2.96,allow
3238244,3.81,allow
3238265,3.51,allow
3238306,3.14,allow
3238422,3.0,allow
3238607,27.52,allow
3238845,17.26,allow
3238912,12.05,allow
3239146,9.09,allow
3239379,7.67,allow
3240342,7.27,allow
3240692,7.6,allow
3240765,6.49,allow
3240915,5.63,allow
3240934,4.83,allow
3240991,1.82,allow
3241243,7.14,allow
3241991,6.76,allow
3242875,6.06,allow
3243229,5.59,allow
3243318,5.68,allow
3243365,6.3,allow
3243495,6.54,allow
3244158,4.93,allow
3244164,3.96,allow
3244831,3.14,allow
3245076,2.26,allow
3245294,2.18,allow
3245344,2.49,allow
3245573,2.79,allow
3246186,3.01,allow
3246763,3.37,allow
3246771,2.85,allow
3246974,2.51,allow
3248164,2.21,allow
3248171,2.17,allow
3248747,2.12,allow
3249305,2.22,allow
3249355,2.48,allow
3249608,2.83,allow
3249628,2.62,allow
3249670,2.46,allow
3249679,2.73,allow
3249765,2.99,allow
3249980,2.62,allow
3250499,2.2,allow
3251319,2.67,allow
3251391,3.07,allow
3251666,3.05,allow
3252096,3.0,allow
3252464,2.49,allow
3252535,2.16,allow
3252771,2.06,allow
3252955,2.23,allow
3252992,2.84,allow
3253251,3.03,allow
3253352,3.16,allow
3253541,3.14,allow
3253618,3.1,allow
3254688,3.7,allow
3254996,4.19,allow
3255028,3.86,allow
3255660,3.6,allow
3255709,3.07,allow
3256202,2.6,allow
3256419,2.37,allow
3256612,2.24,allow
3256699,2.2,allow
3256758,2.46,allow
3257232,2.75,allow
3257482,2.89,allow
3257689,3.34,allow
3258189,3.96,allow
3258816,3.42,allow
3259385,3.04,allow
3259917,2.94,allow
3261162,2.98,allow
3262248,3.25,allow
3263536,3.2,allow
3263755,3.44,allow
3265188,3.7,allow
3265369,3.4,allow
3265848,3.28,allow
3265992,3.25,allow
3266101,3.48,allow
3266355,3.49,allow
3266539,3.58,allow
3266544,3.64,allow
3266564,3.7,allow
3266801,3.8,allow
3266905,3.64,allow
3267044,6.04,allow
3267550,3.81,allow
3267791,5.94,allow
3267864,4.71,allow
3267888,3.61,allow
3267987,2.88,allow
3268350,2.41,allow
3268505,2.32,allow
3268947,2.47,allow
3269041,2.44,allow
3269241,2.58,allow
3269299,3.19,allow
3269310,13.58,allow
3269318,32.82,allow
3269507,46.69,step_up_auth
3269891,47.22,step_up_auth
3270059,42.98,allow
3270406,36.69,allow
3270649,27.38,allow
3270852,17.55,allow
3271306,11.4,allow
3271597,9.84,allow
3271688,5.73,allow
3272116,4.49,allow
3272314,3.91,allow
3273306,4.72,allow
3273328,4.54,allow
3273515,4.45,allow
3274151,4.12,allow
3274418,3.83,allow
3274725,3.84,allow
3275149,11.85,allow
3275734,13.26,allow
3275852,10.72,allow
3276013,8.68,allow
3276139,7.68,allow
3276721,6.51,allow
3276858,6.16,allow
3277886,5.25,allow
3278437,5.08,allow
3278691,4.21,allow
3278817,2.47,allow
3279084,2.35,allow
3279101,2.37,allow
3279163,2.37,allow
3279295,2.64,allow
3279980,2.74,allow
3280400,2.89,allow
3280604,3.09,allow
3280705,3.48,allow
3280950,3.99,allow
3280958,4.7,allow
3280992,5.19,allow
3281025,5.69,allow
3281178,5.82,allow
3281192,6.03,allow
3281338,6.23,allow
3281892,4.76,allow
3282072,3.74,allow
3282117,3.2,allow
3282127,2.94,allow
3282141,2.8,allow
3282287,2.74,allow
3282691,2.83,allow
3282712,2.92,allow
3282859,3.04,allow
3282954,3.64,allow
3283250,4.55,allow
3283261,4.94,allow
3283760,4.88,allow
3283868,4.71,allow
3283980,4.81,allow
3284299,5.02,allow
3284390,4.96,allow
3284554,4.85,allow
3284721,3.87,allow
3285099,3.39,allow
3285274,3.12,allow
3285791,2.76,allow
3286096,2.68,allow
3286110,2.69,allow
3286337,2.85,allow
3286381,3.05,allow
3286428,3.16,allow
3286968,3.29,allow
3286983,3.66,allow
3287318,3.99,allow
3287327,4.38,allow
3288692,4.76,allow
3288702,4.13,allow
3289627,3.65,allow
3290389,3.6,allow
3290690,3.73,allow
3291034,3.94,allow
3291114,3.39,allow
3291658,2.98,allow
3292050,2.92,allow
3292222,31.83,allow
3292578,22.33,allow
3292773,17.11,allow
3293106,13.52,allow
3293136,11.36,allow
3293437,10.48,allow
3293527,8.11,allow
3293564,6.66,allow
3293590,5.63,allow
3293592,4.76,allow
3293815,2.38,allow
3293945,2.15,allow
3294010,2.05,allow
3294339,1.98,allow
3294350,2.05,allow
3294748,2.38,allow
3294986,2.72,allow
3296198,3.87,allow
3296458,5.1,allow
3296792,4.04,allow
3297068,3.32,allow
3297252,2.85,allow
3297279,2.53,allow
3297293,2.28,allow
3298661,2.09,allow
3298917,2.83,allow
3298959,3.34,allow
3299247,3.58,allow
3299338,3.81,allow
3299451,4.31,allow
3299470,4.73,allow
3299488,5.08,allow
3299600,5.3,allow
3299813,4.28,allow
3299819,3.76,allow
3299823,3.71,allow
3300276,3.31,allow
3300369,2.91,allow
3300370,2.49,allow
3300609,2.21,allow
3300688,2.3,allow
3300708,2.38,allow
3300746,2.39,allow
3301464,2.08,allow
3301465,2.95,allow
3301471,3.26,allow
3301702,3.47,allow
3301798,3.5,allow
3301993,3.48,allow
3302382,3.03,allow
3302937,5.16,allow
3302941,4.14,allow
3303096,3.3,allow
3303469,2.97,allow
3303473,7.98,allow
3303517,10.53,allow
3304357,20.5,allow
3304485,17.03,allow
3305059,14.74,allow
3305327,15.91,allow
3305339,15.95,allow
3306432,15.68,allow
3306551,15.33,allow
3308016,14.03,allow
3308102,8.72,allow
3308105,5.29,allow
3308171,4.69,allow
3308278,4.53,allow
3309175,4.41,allow
3309745,4.32,allow
3310014,4.4,allow
3310353,4.51,allow
3311271,4.52,allow
3311444,4.47,allow
3312323,4.5,allow
3312480,4.64,allow
3312704,4.97,allow
3312890,5.39,allow
3314026,5.93,allow
3314208,4.94,allow
3315110,4.18,allow
3315430,24.24,allow
3315601,13.8,allow
3316140,7.98,allow
3316144,7.3,allow
3316428,6.02,allow
3316477,5.17,allow
3316700,4.93,allow
3316992,4.92,allow
3317070,5.05,allow
3317474,5.22,allow
3317799,5.52,allow
3317811,4.38,allow
3317829,3.97,allow
3317839,3.29,allow
3317840,2.79,allow
3317860,2.45,allow
3318748,2.31,allow
3318900,2.44,allow
3319034,6.84,allow
3319043,7.79,allow
3319453,8.79,allow
3319923,9.48,allow
3319970,9.98,allow
3319984,9.86,allow
3320533,9.37,allow
3320577,8.7,allow
3320766,8.68,allow
3321877,6.59,allow
3322273,4.81,allow
3322531,4.53,allow
3323291,4.58,allow
3323578,4.71,allow
3323876,4.95,allow
3324345,5.03,allow
3325145,5.24,allow
3325206,22.75,allow
3325549,17.58,allow
3325714,13.67,allow
3325985,10.68,allow
3327331,8.84,allow
3327336,7.74,allow
3327405,7.38,allow
3327658,7.42,allow
3327785,5.88,allow
3327944,4.78,allow
3328358,3.46,allow
3328374,3.32,allow
3329299,3.06,allow
3329389,3.15,allow
3330327,3.25,allow
3330352,3.58,allow
3330670,4.11,allow
3330921,4.8,allow
3331066,4.28,allow
3331875,3.86,allow
3332119,3.97,allow
3332280,4.08,allow
3332613,12.99,allow
3332954,13.64,allow
3333056,12.18,allow
3333061,11.09,allow
3334289,10.43,allow
3334403,9.97,allow
3334509,7.36,allow
3335285,5.72,allow
3335811,5.03,allow
3336119,4.5,allow
3336537,3.8,allow
3336716,3.95,allow
3337394,4.14,allow
3337593,4.59,allow
3337845,5.11,allow
3337891,4.55,allow
3337906,4.02,allow
3337994,3.48,allow
3338718,3.17,allow
3339383,3.14,allow
3339839,3.28,allow
3339887,3.47,allow
3340075,3.81,allow
3340199,4.38,allow
3340224,4.82,allow
3340400,5.35,allow
3340932,5.64,allow
3341510,4.66,allow
3341887,4.43,allow
3342256,4.41,allow
3342444,4.5,allow
3343003,4.7,allow
3343084,5.02,allow
3343567,5.32,allow
3344625,4.52,allow
3344797,5.06,allow
3344808,5.96,allow
3345382,6.93,allow
3345799,8.3,allow
3346178,7.6,allow
3346331,7.02,allow
3346418,6.56,allow
3347470,4.69,allow
3348858,4.2,allow
3348948,4.24,allow
3349031,4.39,allow
3349287,4.72,allow
3349313,5.3,allow
3349381,5.84,allow
3349774,6.17,allow
3349971,5.34,allow
3350254,4.73,allow
3350925,4.24,allow
3351041,4.07,allow
3351838,4.12,allow
3351842,4.29,allow
3352583,4.37,allow
3352677,4.93,allow
3352964,4.14,allow
3353023,3.58,allow
3354172,3.38,allow
3354195,3.55,allow
3354281,3.6,allow
3354830,3.73,allow
3354955,4.04,allow
3354965,4.39,allow
3355491,4.8,allow
3357077,5.28,allow
3357170,5.19,allow
3357229,5.07,allow
3357663,4.94,allow
3357920,5.06,allow
3357987,5.21,allow
3358002,5.59,allow
3358485,6.02,allow
3358516,6.58,allow
3358617,6.61,allow
3358714,6.36,allow
3358717,17.71,allow
3359764,36.33,allow
3359925,36.02,allow
3360448,32.19,allow
3360637,26.94,allow
3360664,22.49,allow
3360873,18.41,allow
3360998,15.0,allow
3361112,11.12,allow
3361153,8.73,allow
3361703,6.04,allow
3361808,4.32,allow
3361952,3.78,allow
3361999,3.42,allow
3362283,3.22,allow
3362324,3.35,allow
3362406,3.38,allow
3362700,3.47,allow
3362711,32.0,allow
3362712,49.31,step_up_auth
3362937,67.87,step_up_auth
3364071,59.95,step_up_auth
3364333,48.92,step_up_auth
3364336,34.82,allow
3364390,23.29,allow
3364842,13.43,allow
3364924,7.85,allow
3364980,5.42,allow
3365023,5.33,allow
3365422,5.34,allow
3365540,3.62,allow
3365785,3.82,allow
3366273,4.08,allow
3366612,4.51,allow
3366881,4.83,allow
3366886,5.44,allow
3367036,5.89,allow
3367216,6.31,allow
3367232,5.09,allow
3367667,4.22,allow
3367702,3.63,allow
3367810,3.23,allow
3368091,2.96,allow
3368352,3.12,allow
3368773,3.23,allow
3369930,3.45,allow
3369937,3.89,allow
3370044,4.44,allow
3370345,5.61,allow
3371188,5.07,allow
3371522,4.93,allow
3371566,4.79,allow
3372045,32.51,allow
3372066,21.67,allow
3372397,16.52,allow
3372843,12.93,allow
3375060,10.83,allow
3375756,9.77,allow
3376283,9.99,allow
3376635,9.41,allow
3376816,6.96,allow
3377432,5.57,allow
3377598,3.68,allow
3377613,3.72,allow
3378324,3.79,allow
3378617,3.91,allow
3379148,4.08,allow
3379996,4.46,allow
3380870,3.9,allow
3381018,3.97,allow
3381109,4.02,allow
3381680,4.1,allow
3381798,4.31,allow
3381989,4.84,allow
3382290,5.12,allow
3382473,5.51,allow
3382653,5.77,allow
3382684,4.78,allow
3383391,4.01,allow
3383963,3.91,allow
3384534,3.95,allow
3384596,4.19,allow
3384858,4.43,allow
3385114,4.79,allow
3385768,4.03,allow
3386742,3.96,allow
3388209,4.17,allow
3388568,3.7,allow
3389130,3.35,allow
3389786,3.41,allow
3389861,3.58,allow
3389895,3.77,allow
3389933,4.01,allow
3390405,4.33,allow
3390451,4.65,allow
3391081,4.81,allow
3391173,5.54,allow
3391268,4.64,allow
3391370,3.9,allow
3391428,3.39,allow
3391855,3.0,allow
3391948,2.82,allow
3392025,2.85,allow
3393179,2.97,allow
3393364,3.24,allow
3394017,3.5,allow
3394185,3.98,allow
3394231,4.51,allow
3394272,5.05,allow
3394277,5.55,allow
3394492,5.89,allow
3395188,4.68,allow
3396707,4.29,allow
3396754,4.36,allow
3398263,4.82,allow
3399320,4.4,allow
3399836,4.34,allow
3401000,3.84,allow
3401014,6.2,allow
3401047,6.27,allow
3401107,6.11,allow
3401695,5.86,allow
3402315,4.41,allow
3402709,4.15,allow
3402879,4.12,allow
3403825,4.17,allow
3403885,4.42,allow
3404057,4.27,allow
3404459,4.46,allow
3404724,5.15,allow
3404779,4.37,allow
3404843,3.84,allow
3404911,3.4,allow
3405446,3.1,allow
3405957,3.18,allow
3406521,3.32,allow
3406829,3.6,allow
3406852,3.97,allow
3406869,4.35,allow
3406885,4.79,allow
3407024,5.18,allow
3407496,5.47,allow
3407960,4.55,allow
3408068,4.24,allow
3408332,4.1,allow
3409657,4.08,allow
3409919,4.4,allow
3409926,4.89,allow
3410657,5.45,allow
3410845,4.5,allow
3411169,3.77,allow
3411628,3.32,allow
3411793,3.23,allow
3411880,3.19,allow
3412448,3.27,allow
3412793,3.53,allow
3414287,3.85,allow
3414295,4.33,allow
3414860,4.71,allow
3415334,3.98,allow
3416094,3.67,allow
3416272,3.75,allow
3416421,3.84,allow
3416445,3.95,allow
3416828,4.01,allow
3417644,4.24,allow
3418089,4.56,allow
3418192,4.81,allow
3418312,3.92,allow
3418351,3.38,allow
3419121,3.09,allow
3419173,3.15,allow
3419399,3.26,allow
3420021,3.57,allow
3420073,4.03,allow
3420879,4.32,allow
3421153,4.64,allow
3421207,4.99,allow
3421241,4.05,allow
3421420,3.41,allow
3421473,2.99,allow
3421840,2.75,allow
3422200,2.67,allow
3422309,51.24,step_up_auth
3422335,47.36,step_up_auth
3422764,47.23,step_up_auth
3422784,45.2,step_up_auth
3422914,44.27,allow
3423379,44.14,allow
3423641,43.42,allow
3424164,41.97,allow
3424352,34.03,allow
3424658,21.83,allow
3424667,4.08,allow
3424907,3.55,allow
3425235,3.26,allow
3426101,3.33,allow
3426405,3.54,allow
3426603,3.75,allow
3426658,4.1,allow
3426665,4.4,allow
3426988,4.93,allow
